EmployeeID,Employee Name ,OfficeState,DeviceType,EligibleForPromotion,RepeatHire,Organization,Department,BaseSalaryUSD,VacationHoursBalance,EmployeeRating,CurrentPeriodHours,PriorPeriodHours,PerformanceRating,NumberOfPreviousJobs,DaysSinceVacation,StartMonth,StartWeek,EmployeeTenure,Still Employed
qy10021,Franciskus Abys,PA,-,yes,no,IT,Database Administration,179350,13,1,234.8,155.1,11.4,5,104,Sep,W37,103,Yes
qy94589,Annabel Marchiso,AZ,iPhone,no,no,IT,Database Administration,168450,18,4,190.9,207.3,8.7,3,91,Sep,W38,90,Yes
qy96556,Tessi Artois,NE,-,no,no,IT,Database Administration,144000,16,1,234.3,184.9,2,7,159,Jun,W26,105,Yes
ra44202,Terza Duckit,NM,-,yes,no,IT,Database Administration,130900,24,2,228.4,278,11.8,4,152,Jun,W24,118,Yes
rc31518,Winnah Escalante,IN,-,no,no,IT,Database Administration,173550,15,1,216.8,179.9,9.5,5,167,May,W20,118,Yes
rc57790,Bobine Codd,HI,-,no,no,IT,Database Administration,106600,22,2,241.6,261.5,11.4,9,110,Apr,W16,119,Yes
rc75828,Kathye Harm,MT,-,no,no,IT,Database Administration,162950,21,1,203.5,241.4,9.1,5,103,Oct,W44,125,Yes
rd11598,Heall Bevington,TX,-,yes,no,IT,Database Administration,181750,12,0,142.2,141.8,7.2,3,101,Jun,W26,105,Yes
rd56560,Araldo Luberti,OR,-,no,no,IT,Database Administration,124100,17,1,151.8,203,13.3,2,156,Nov,W46,125,Yes
rh93675,Laryssa Gasnell,VT,-,yes,no,IT,Database Administration,182400,8,1,170.7,96.6,7.9,5,97,Dec,W51,111,Yes
rj42209,Farah Scurrell,DE,Galaxy,no,no,IT,Database Administration,108550,16,1,172.9,182.9,10.6,7,105,May,W19,70,Yes
rj73282,Morgan Freddi,OR,-,no,no,IT,Database Administration,184100,16,0,224.7,190.8,12.4,8,119,Jun,W25,130,Yes
rk11800,Leif Colebrook,SC,Galaxy,no,no,IT,Database Administration,161650,22,0,130,262.2,8.8,4,79,Apr,W18,70,Yes
rk64207,Brittni Byk,WV,-,no,no,IT,Database Administration,161250,10,0,220.6,115.9,7.4,4,148,Aug,W34,103,Yes
rm22855,Chelsy Dilley,NJ,-,no,no,IT,Database Administration,104150,23,2,197.8,273.3,8,3,118,Nov,W48,149,Yes
rm55264,Nessi Jedraszek,OK,-,no,no,IT,Database Administration,175350,13,1,167.2,148.6,6.1,3,104,May,W18,156,Yes
rm89873,Boone Greenset,MO,-,yes,no,IT,Database Administration,115450,19,2,235.6,222.5,7.9,6,116,Apr,W14,108,Yes
rn77822,Querida Clendinning,AZ,Galaxy,no,no,IT,Database Administration,152300,18,2,276.9,210.7,9.2,6,114,Jul,W31,80,Yes
rn86828,Nataniel Cumming,HI,Galaxy,yes,no,IT,Database Administration,123250,17,2,242.3,194.5,14.2,3,172,Dec,W53,75,Yes
ro34757,Lenard Di Batista,OH,-,no,yes,IT,Database Administration,155900,12,2,200.4,141.9,10.4,9,128,May,W22,106,Yes
ro79989,Clayborne Ebunoluwa,CT,-,no,no,IT,Database Administration,140600,16,3,80.2,183.7,8.9,4,118,Dec,W50,112,Yes
rp26533,Carmel Harley,ID,-,yes,yes,IT,Database Administration,147050,18,0,231.1,209.4,12.2,4,108,Jul,W30,104,Yes
rp47530,Rowan Orr,TN,-,no,no,IT,Database Administration,107350,12,0,255.9,141.6,9.6,2,121,Sep,W37,103,Yes
rp90893,Jana Christie,NE,Galaxy,no,no,IT,Database Administration,164650,11,0,221.2,126.9,8.8,4,99,Oct,W44,77,Yes
rq15304,Lona Klimsch,WV,-,no,no,IT,Database Administration,104650,13,0,256.1,158.4,9.3,5,97,Aug,W34,103,Yes
rq43394,Dicky Toner,NM,Galaxy,no,no,IT,Database Administration,147500,21,3,221.6,244.3,9.7,2,80,Jan,W02,86,Yes
rr51025,Perl Ellacombe,CA,-,yes,no,IT,Database Administration,140950,16,1,249.7,186.9,0,0,104,Oct,W44,125,Yes
rs89205,Tim Going,UT,iPhone,no,no,IT,Database Administration,179850,18,1,153.5,216.9,7.8,1,95,Feb,W06,73,Yes
rs90264,Ginger Perrigo,ID,-,yes,no,IT,Database Administration,166950,24,1,89.3,280.9,13.8,4,105,May,W23,142,Yes
rt28773,Verena Eymor,MD,Galaxy,no,no,IT,Database Administration,214550,14,2,248.3,167.9,10.7,3,96,Oct,W43,77,Yes
rt89055,Abbi Grzeskowski,IN,-,yes,no,IT,Database Administration,204350,17,0,206.1,201.8,16.1,6,117,Aug,W34,115,Yes
ru74446,Kore Szantho,MA,-,yes,no,IT,Database Administration,155700,21,0,156.7,252.8,9.7,3,140,Jan,W02,99,Yes
rw60240,Elissa Warricker,KY,-,no,no,IT,Database Administration,168650,18,0,112.8,216.9,13.1,4,136,Sep,W37,151,Yes
rw66845,Alvin Gladeche,MN,-,no,no,IT,Database Administration,199000,17,2,237.4,200.2,13.1,9,136,Jul,W30,104,Yes
rx40540,Bev Fernie,IA,-,yes,no,IT,Database Administration,159400,21,3,229.5,241.4,10.5,5,131,Sep,W37,102,Yes
ry43522,Boyd Kowalik,TX,-,no,no,IT,Database Administration,73200,22,2,148,259.8,9.1,9,128,Aug,W32,104,Yes
ry82040,Mignonne Gainsborough,MA,iPhone,yes,no,IT,Database Administration,185450,30,3,212.6,348.5,7.5,7,123,Aug,W32,91,Yes
rz56015,Alain Lightfoot,GA,iPhone,no,no,IT,Database Administration,138900,21,7,249.7,249.3,9.8,4,134,Jan,W04,86,Yes
rz56026,Vasily Slyvester,NM,-,no,no,IT,Database Administration,91400,22,2,247.2,256.4,12.6,3,61,Nov,W45,125,Yes
rz74938,Misti Burkhill,OH,-,no,no,IT,Database Administration,130300,19,2,273.4,224.5,8.9,5,132,Feb,W07,109,Yes
sa47924,Flossi Osbourne,NC,-,yes,no,IT,Database Administration,190000,20,2,140.1,235.1,10.6,5,114,Apr,W16,107,Yes
sb52908,Dru Avramovitz,VT,-,no,no,IT,Database Administration,82900,17,1,288.8,195.8,0,0,97,Jan,W04,98,Yes
sc29877,Sheppard Ewence,IN,-,no,no,IT,Database Administration,207250,7,2,179.8,83.9,13.7,8,87,Oct,W44,101,Yes
sc91371,Jonathon Sandes,OH,-,no,no,IT,Database Administration,89250,21,0,258,251.6,14.9,5,105,Jun,W27,154,Yes
sd54804,Cherye Cady,IN,-,no,no,IT,Database Administration,96750,16,3,214.9,192.3,10.4,1,112,Nov,W46,100,Yes
sd92575,Tova Zannolli,MN,-,yes,no,IT,Database Administration,182850,12,2,146.2,138.9,12.4,2,117,May,W20,94,Yes
se37462,Minta Norcliffe,VT,-,no,no,IT,Database Administration,136500,20,1,245.1,237,10.7,1,124,May,W20,106,Yes
sf12778,Hendrika Behan,CT,iPhone,no,no,IT,Database Administration,32150,13,3,175,155.3,14.2,5,120,Apr,W14,84,Yes
sf68389,Chelsie Parradye,SC,-,yes,no,IT,Database Administration,178500,20,8,168.8,232.7,5.9,4,104,Apr,W16,120,Yes
sg39749,Cati McCowen,CO,-,no,no,IT,Database Administration,201550,19,1,97.4,223.5,13.2,2,120,Mar,W13,108,Yes
sg72821,Jarvis Cubbino,AL,-,no,no,IT,Database Administration,73800,9,1,204.3,108.1,13.2,3,100,Jan,W02,98,Yes
sg73482,Shell Adamiak,KY,iPhone,no,no,IT,Database Administration,164650,13,1,299,154.2,12.7,3,94,Jan,W05,86,Yes
sh11509,Ardeen Gonin,MN,iPhone,no,no,IT,Database Administration,91700,20,2,228.6,235.8,9.5,3,124,Aug,W33,91,Yes
si41822,Kerby Hawksby,MA,-,yes,no,IT,Database Administration,178350,13,0,251.5,155,7.2,6,95,Aug,W34,115,Yes
sj42700,Nicko Antonich,AK,-,no,no,IT,Database Administration,135600,14,0,138.6,167.2,10.2,4,138,Dec,W49,100,Yes
sl11137,Stewart Bonifazio,OK,-,no,no,IT,Database Administration,169000,17,5,213.3,195.5,16.5,7,106,Jan,W03,110,Yes
sl97637,Jaime Wicklin,IL,iPhone,no,no,IT,Database Administration,124100,9,0,247.4,109.7,6.8,7,94,Jun,W25,81,Yes
sn60505,Garvin Brennand,WV,-,no,no,IT,Database Administration,165600,18,0,190.8,213.4,11.5,7,88,Nov,W47,137,Yes
sn86797,Nester Pirrey,OR,-,no,no,IT,Database Administration,120100,11,2,227.5,134.9,11.2,3,111,Nov,W49,136,Yes
so41346,Gennifer Kasparski,WA,iPhone,no,no,IT,Database Administration,118750,17,2,203.6,202.6,11.3,5,134,Jun,W24,81,Yes
sp15335,Sammy Malkie,KS,iPhone,no,no,IT,Database Administration,176800,8,1,178.5,95.1,8,11,109,Mar,W11,72,Yes
sp24578,Menard Dziwisz,CT,-,no,yes,IT,Database Administration,187700,23,0,212.8,265.7,6.4,3,121,Aug,W33,103,Yes
sp51924,Burt Ree,WI,-,no,no,IT,Database Administration,211300,15,3,207.2,174.9,6.1,3,108,Jun,W24,105,Yes
sq91536,Hobard Tatam,NY,-,no,no,IT,Database Administration,154550,13,0,266.2,158.1,9.7,9,106,Mar,W13,120,Yes
st71085,Yoshiko Woolvin,VA,-,no,no,IT,Database Administration,131400,16,2,217.4,184.2,12.6,5,120,Aug,W34,115,Yes
su72939,Lissy Dannohl,OR,-,no,no,IT,Database Administration,161850,27,2,133.4,317.5,8.3,4,100,Apr,W16,95,Yes
su79033,Brunhilda Fourman,ID,-,no,no,IT,Database Administration,135400,17,2,229,202.3,9.5,3,113,Apr,W15,108,Yes
su88727,Maridel Kofax,NV,-,yes,no,IT,Database Administration,70200,19,3,163.6,224.4,9.5,1,78,Jul,W28,117,Yes
sv28831,Donnell Shallow,AR,-,yes,no,IT,Database Administration,133700,22,0,190.4,257.7,9.6,6,109,Sep,W39,127,Yes
sw38819,Fredrika Farron,MN,Galaxy,no,no,IT,Database Administration,145100,16,1,214.6,191.1,13.3,4,123,Jun,W26,56,Yes
sw76754,Chantal Kleynermans,HI,-,no,no,IT,Database Administration,152300,15,2,228.6,175.2,9.9,6,145,Sep,W38,114,Yes
sw90555,Issy Woolaghan,AL,Galaxy,no,no,IT,Database Administration,163350,14,1,139.8,168.6,9.4,6,131,Oct,W40,90,Yes
sx33802,Diane Holdin,CT,-,yes,no,IT,Database Administration,127150,20,2,293.5,239.8,7.4,4,139,Dec,W51,99,Yes
sx49618,Oliver Paolone,WV,-,no,no,IT,Database Administration,230850,13,2,136.3,156,11.6,9,146,Feb,W08,134,Yes
sx95184,Catharine de Najera,MI,-,no,no,IT,Database Administration,106100,11,3,160.3,133,10.6,7,136,Jun,W24,118,Yes
sy31017,Sacha Martygin,TX,Galaxy,no,no,IT,Database Administration,134200,15,1,132.5,180.8,12.8,3,147,Aug,W35,91,Yes
sz15837,Vassily Folini,MO,Galaxy,yes,no,IT,Database Administration,186250,13,1,50.1,151.5,14.3,6,114,Aug,W32,91,Yes
sz64748,Dacey Bordman,MI,-,yes,no,IT,Database Administration,239200,17,2,187.2,202.2,9,6,91,Jun,W26,105,Yes
ta57490,Annmarie Luckhurst,NV,-,no,no,IT,Database Administration,141200,15,2,243.5,175.9,16.2,3,121,Mar,W12,96,Yes
tb82039,Hallsy Dunnan,NC,-,no,no,IT,Database Administration,199350,18,3,191.6,216.5,3.5,6,144,Nov,W46,113,Yes
tc27425,Benedetto Sawyer,ME,-,yes,no,IT,Database Administration,162950,16,1,149.4,193,11.1,4,101,Nov,W45,113,Yes
tc37601,Berry Aimable,RI,-,no,no,IT,Database Administration,137300,18,1,315,214.2,8.6,5,96,Sep,W40,126,Yes
tc51791,Dorthea Alenichev,HI,-,yes,no,IT,Database Administration,97000,14,2,176.3,161.5,13,9,101,Jan,W02,99,Yes
tc65470,Jada Rutherford,KS,iPhone,yes,no,IT,Database Administration,198200,10,0,118,113.3,16.1,4,117,Aug,W32,92,Yes
tc70213,Ashli Dahill,OR,iPhone,no,no,IT,Database Administration,101500,23,2,214.4,273.3,12.4,7,107,Mar,W14,71,Yes
td10152,Pier Harnetty,SD,-,no,no,IT,Database Administration,166600,16,3,153,186,9.8,1,161,Sep,W38,139,Yes
td18417,Harman Brabant,NJ,-,yes,no,IT,Database Administration,145850,12,0,183.4,136.1,10.8,7,93,Oct,W40,114,Yes
td22152,Kalle Ochterlonie,AR,-,no,no,IT,IT Architecture,105650,15,1,253.2,173,7.9,9,122,Aug,W32,104,Yes
td51929,Tish Hanaby,ND,-,no,no,IT,IT Architecture,137300,15,2,206.2,173.5,7.9,4,123,Apr,W16,95,Yes
td67150,Rancell Toone,TN,-,yes,no,IT,IT Architecture,144850,22,0,219.6,254.5,15.1,5,105,May,W19,95,Yes
te59534,Isidoro Barrowclough,TX,Galaxy,no,no,IT,IT Architecture,122400,12,1,212.4,135.8,13,4,106,Jun,W25,93,Yes
te70286,Wilburt Swaffield,ID,-,yes,yes,IT,IT Architecture,80500,13,2,200.4,154.4,10.6,6,113,Sep,W36,115,Yes
tf12601,Ursuline Reinbeck,NV,-,no,no,IT,IT Architecture,123600,11,1,186.4,129.3,5.2,4,106,Dec,W50,136,Yes
tf21237,Melosa Lintin,IA,-,no,no,IT,IT Architecture,134300,25,1,241.1,292.5,9.1,4,129,Feb,W09,109,Yes
tg57081,Vernor Mansfield,TN,iPhone,no,no,IT,IT Architecture,138400,16,2,219.5,185,6,3,124,Jul,W31,68,Yes
tg63126,Barret Simenot,OK,iPhone,yes,no,IT,IT Architecture,232050,18,1,104.7,215.5,9.6,2,113,Jun,W24,81,Yes
th77429,Ardelle Digginson,ID,-,yes,no,IT,IT Architecture,230200,19,4,169.9,220.4,11.8,8,125,Dec,W50,99,Yes
th97996,Artemus Dowers,CO,-,yes,no,IT,IT Architecture,26250,16,1,230.8,187,8.6,7,128,Jul,W29,116,Yes
th99226,Ferris Doust,IN,-,no,no,IT,IT Architecture,98250,14,1,141.8,167.8,12.6,9,119,Mar,W12,133,Yes
ti99537,Cyrillus Jecock,MT,-,yes,no,IT,IT Architecture,214950,15,3,158.4,177.9,8.5,4,114,Aug,W34,115,Yes
tk13880,Dido Gaul,MA,Galaxy,no,no,IT,IT Architecture,131050,17,1,253.5,196.7,10.1,9,100,Jun,W26,81,Yes
tk41646,Aurie Derington,NM,-,no,no,IT,IT Architecture,243700,11,2,192.9,134.4,6.9,5,136,Aug,W32,104,Yes
tm57279,Gavin Alves,NV,-,no,no,IT,IT Architecture,203300,13,5,160.8,150,10.3,2,130,Jun,W22,118,Yes
tm88425,Guido Reichelt,IL,Galaxy,no,yes,IT,IT Architecture,168900,18,0,281.9,209.5,12.4,4,121,Feb,W07,73,Yes
tm93955,Randee Broadfoot,WA,-,no,no,IT,IT Architecture,117200,16,1,255.7,192.6,11,5,78,Dec,W50,99,Yes
to88836,Bernadette Streatfeild,NH,-,no,no,IT,IT Architecture,119150,18,1,120,213.9,7.1,2,117,Nov,W47,100,Yes
tp43816,Bent Checklin,TN,iPhone,no,no,IT,IT Architecture,87650,23,1,141.1,275,11.2,5,144,Feb,W09,73,Yes
tp50607,Adi Westphalen,RI,-,no,no,IT,IT Architecture,220750,13,0,224.7,152.7,10.2,2,131,Feb,W09,109,Yes
tp52122,Mead Goodin,SD,iPhone,no,no,IT,IT Architecture,157400,14,1,165.1,170.4,9.5,13,111,Sep,W36,91,Yes
tq87071,Maxy Britten,CO,-,no,no,IT,IT Architecture,106350,21,3,211.3,248.8,11.2,3,77,Sep,W37,103,Yes
tq93610,Winthrop Shilburne,MT,-,no,no,IT,IT Architecture,138300,25,0,183.3,292,8.7,6,120,Jun,W25,105,Yes
ts26883,Cass Cleworth,PA,-,no,no,IT,IT Architecture,175600,19,0,249.9,224.9,14.6,3,132,Mar,W13,108,Yes
ts28423,Skyler Kahan,ME,-,no,no,IT,IT Architecture,165050,21,2,215.8,242.1,9.7,3,96,Oct,W44,125,Yes
ts32350,Dolley Sergent,TX,-,no,no,IT,IT Architecture,117800,17,0,204.1,199,7.8,4,108,Jun,W24,105,Yes
tt35703,Bud Brawn,KY,Galaxy,no,no,IT,IT Architecture,125950,26,2,235.4,308.7,6.4,4,82,Feb,W07,85,Yes
tt55165,Aldo Stroulger,OK,iPhone,no,no,IT,IT Architecture,109400,20,1,237.7,240.8,12.8,6,148,Jun,W23,81,Yes
tv36271,Ki Dutton,CO,-,no,no,IT,IT Architecture,112100,23,1,192.8,272.7,7.1,4,121,Mar,W10,97,Yes
tv84318,Emmey Negal,ND,Galaxy,no,no,IT,IT Architecture,138700,14,1,87.5,167.6,6.2,10,105,Apr,W15,83,Yes
tw13687,Lila Chown,KS,-,yes,no,IT,IT Architecture,122500,14,1,240,167.6,14.5,3,120,Dec,W50,148,Yes
tw91145,Bibi Crommett,NJ,-,yes,no,IT,IT Architecture,132100,16,3,254.9,188.5,8,4,119,Oct,W42,113,Yes
tx68872,Kath Nibley,WI,-,no,no,IT,IT Architecture,147800,23,0,190.8,276.4,15.3,5,98,May,W22,106,Yes
tx80603,Mayer Gelsthorpe,AR,-,no,no,IT,IT Architecture,133450,22,2,185.5,256.9,12.1,2,112,Jul,W30,116,Yes
ty75502,Paige Wapples,NC,-,no,no,IT,IT Architecture,90000,16,0,170.9,189.6,12.7,7,157,May,W21,155,Yes
ty88858,Nickie Vasnev,IN,-,no,no,IT,IT Architecture,169400,19,0,140.1,224.2,15.2,2,107,Apr,W14,108,Yes
ty89624,Louisa Tant,OR,-,yes,no,IT,IT Architecture,204700,6,2,224.6,75.9,7.1,3,121,Jun,W22,106,Yes
tz53608,Hestia Weson,GA,-,no,no,IT,IT Architecture,98100,15,3,185.7,178.7,6,3,85,Jul,W31,141,Yes
ub94959,Jarrod Doble,IL,-,no,no,IT,IT Architecture,158200,18,0,230.6,211.6,8,4,115,Dec,W51,99,Yes
uc71295,Grace Snepp,MN,-,no,no,IT,IT Architecture,168650,18,2,193.3,210.9,10.4,6,123,Mar,W11,96,Yes
ue16226,Tawsha Sinnott,MN,-,no,no,IT,IT Architecture,124350,17,1,234.7,202.7,13.1,3,110,Nov,W45,137,Yes
ue62777,Quentin Skones,WY,iPhone,yes,no,IT,IT Architecture,136250,19,1,261.6,221.5,5.6,1,85,Mar,W09,48,Yes
uf99336,Syd Siggs,MO,-,no,yes,IT,IT Architecture,132950,11,1,207.3,130.4,7.3,5,129,Apr,W14,120,Yes
ug24812,Raviv Grabbam,MA,-,no,no,IT,IT Architecture,80000,24,0,205,280.3,9.8,4,137,Aug,W34,140,Yes
ug30328,Wenda Smallpeace,NE,-,yes,no,IT,IT Architecture,162000,20,2,211.6,237.3,9.8,1,120,Apr,W18,107,Yes
ug31120,Sauncho Gourlay,NV,-,no,no,IT,IT Architecture,131050,9,2,227.4,110.2,9.2,5,113,Jan,W05,122,Yes
ug56520,Sapphira Lathee,WV,-,yes,no,IT,IT Architecture,226700,20,1,212.8,232.3,16.3,4,122,Nov,W48,112,Yes
ug77454,Chantal Brotherhed,ME,iPhone,no,no,IT,IT Architecture,169000,20,2,119.8,230.1,9.9,3,88,Apr,W15,59,Yes
uh42651,Syman Damiral,TX,iPhone,no,no,IT,IT Architecture,221750,14,3,178.3,168.5,13.3,5,118,Nov,W48,88,Yes
uh58478,Terrell Skett,IN,-,no,no,IT,IT Architecture,144950,15,1,248.6,173.7,11.3,2,124,Feb,W09,97,Yes
ui22885,Percy Cullip,TN,-,no,no,IT,IT Architecture,136750,21,3,273.4,251.2,5,5,80,Jan,W05,98,Yes
ui24234,Flin Yakov,WV,-,yes,yes,IT,IT Architecture,167550,18,4,282.2,214.5,9.5,5,151,Jul,W30,129,Yes
ui92494,Weylin Easom,AK,-,yes,no,IT,IT Architecture,149350,16,2,225.5,187.2,8.6,3,109,Mar,W12,96,Yes
uk69787,Kaye Jukes,KS,-,yes,no,IT,IT Architecture,137000,17,1,231.5,204.2,8.9,4,94,Nov,W48,112,Yes
uk92438,Howie Chaimson,NM,-,no,no,IT,IT Architecture,175350,13,0,263.6,154.9,12.4,12,113,Nov,W45,101,Yes
ul54581,Bendix Jobe,MT,-,no,no,IT,IT Architecture,165850,13,0,224.5,148.8,6.7,2,110,Aug,W35,103,Yes
ul67290,Kimbell Beilby,AK,-,yes,no,IT,IT Architecture,181550,15,1,207.2,175.9,8.9,3,97,May,W19,131,Yes
un17218,Everard Hurdwell,MO,-,no,no,IT,IT Architecture,78550,19,2,212.6,219,12.9,4,130,Nov,W44,113,Yes
uq37753,Roma Lowndsborough,NY,-,no,no,IT,IT Architecture,140100,20,2,167.3,229.9,14.8,2,111,Oct,W43,101,Yes
uq98070,Gayler Hellmore,ME,-,no,no,IT,IT Architecture,187950,20,0,252.3,236.7,9.5,1,80,Jul,W30,104,Yes
ur21817,Melli Crame,NJ,-,no,no,IT,IT Architecture,180050,22,0,144.2,260.5,10.8,7,117,May,W18,119,Yes
ur40265,Sallyann Wheatland,OH,iPhone,yes,no,IT,IT Architecture,136250,17,0,191.1,202.4,7.4,3,116,Sep,W36,90,Yes
ur56779,Sallee Thorburn,FL,iPhone,yes,no,IT,IT Architecture,130500,19,0,237.4,219.1,11.4,4,111,Jan,W03,86,Yes
ur57915,Austine Kurton,MO,Galaxy,yes,no,IT,IT Architecture,180800,22,2,227.8,257.5,9.7,13,118,Nov,W47,76,Yes
us26328,Jeramey Rountree,MI,iPhone,no,no,IT,IT Architecture,125950,24,2,166.4,285.1,6.2,3,106,Jan,W02,74,Yes
ut36623,Kean Strettle,MI,-,no,no,IT,IT Architecture,76950,18,1,194.9,211.7,9.3,2,90,Feb,W07,146,Yes
ut84575,Aguie Sprowson,WI,-,yes,no,IT,IT Architecture,129350,19,1,195.7,227.1,12.3,5,106,Jan,W01,123,Yes
uu39610,Lulu Pibworth,CT,-,no,no,IT,IT Architecture,87900,16,1,227.2,189.3,14.4,3,140,Feb,W09,97,Yes
uu65715,Danella Jenoure,OR,-,yes,no,IT,IT Architecture,186650,18,2,242.7,210.4,13.8,8,114,Sep,W39,102,Yes
uv75979,Florry Karim,NM,Galaxy,no,no,IT,IT Architecture,147200,20,2,240.2,236.2,11.8,6,109,Apr,W14,83,Yes
uv86433,Gwendolyn Hearsey,AL,-,yes,no,IT,IT Architecture,197550,16,3,190.5,186,12.3,3,103,Nov,W48,100,Yes
uv96209,Michale Duckfield,FL,-,no,no,IT,IT Architecture,138400,25,1,114.9,290.3,7.2,3,126,Jul,W28,117,Yes
ux75631,Brose Topp,VA,-,no,no,IT,IT Architecture,114000,17,2,159.6,195.1,10.5,2,119,Aug,W31,116,Yes
uy25050,Jessy Tures,AZ,iPhone,no,no,IT,IT Architecture,144250,14,3,191.9,165.9,12.8,6,101,Dec,W52,87,Yes
uy43866,Burnard Drillot,AR,-,yes,no,IT,IT Architecture,182850,17,1,162.1,197.4,10.6,10,84,Apr,W17,144,Yes
uz26932,Georgy Pride,KY,-,no,no,IT,IT Architecture,149100,8,0,201.9,98.3,10.6,1,86,Dec,W51,124,Yes
va76654,Clare Phripp,CT,-,no,no,IT,IT Architecture,176550,18,0,238.2,210.6,9.6,5,114,Apr,W14,120,Yes
va80690,Leon Gregg,IL,-,no,yes,IT,IT Architecture,229150,15,1,219,171.7,8.2,6,106,Nov,W45,125,Yes
vb28229,Carmelia Chrestien,GA,-,yes,no,IT,IT Architecture,212100,22,1,222.7,259.7,9.8,4,113,Jul,W29,104,Yes
vd72366,Marlee Realph,MD,Galaxy,yes,no,IT,IT Architecture,170250,19,0,253.8,220.4,10.5,4,112,Apr,W18,70,Yes
ve19351,Clayton Stroder,NC,-,yes,no,IT,IT Architecture,79400,21,1,189,252,10.9,1,107,Feb,W09,109,Yes
ve28795,Anastasie Sneaker,VT,-,no,no,IT,IT Architecture,149950,19,1,219.6,224.9,11.5,1,138,Oct,W40,126,Yes
ve41822,Marys Voas,GA,-,no,no,IT,IT Architecture,165350,16,2,178.3,186.3,12.7,1,146,Nov,W45,101,Yes
ve97706,Susette Welden,MI,Galaxy,yes,no,IT,IT Architecture,137700,28,0,160.1,324.7,11.9,5,92,Feb,W07,85,Yes
vf48449,Beatrisa Sumers,ID,-,yes,no,IT,IT Architecture,158250,24,2,164.3,286.7,12.9,3,91,Mar,W12,120,Yes
vf81098,Hermy Dawtry,NM,iPhone,no,no,IT,IT Architecture,124200,17,0,310.1,196.2,9.2,3,112,Mar,W11,60,Yes
vg42433,Renae Cassedy,TN,-,no,no,IT,IT Architecture,120100,22,1,215.8,253.6,6.4,2,102,Sep,W37,127,Yes
vg83525,Alecia Harradence,WV,-,no,no,IT,IT Architecture,179950,17,1,301.7,198.7,6.5,9,116,Aug,W33,103,Yes
vh51806,Gonzales Powles,WI,iPhone,no,no,IT,IT Architecture,182050,17,0,157.9,196.8,5.9,8,93,Jun,W26,93,Yes
vi81877,Leonidas Franses,NC,Galaxy,no,no,IT,IT Architecture,180450,18,2,186.8,215.4,11.3,2,142,Jul,W28,92,Yes
vj34782,Sandra Eyles,NC,-,yes,no,IT,IT Architecture,132350,16,3,192.7,185.4,8.2,2,133,Apr,W15,108,Yes
vk22496,Georgina Pigne,OR,-,yes,no,IT,IT Architecture,163900,15,1,216.5,177,16.4,5,98,May,W19,107,Yes
vk25765,Berenice Went,NY,-,no,no,IT,IT Architecture,98350,11,1,107.5,127.8,9.3,6,128,Mar,W11,108,Yes
vk88783,Theodora Jarred,CO,iPhone,no,no,IT,IT Architecture,183250,17,1,194.4,195.3,3.6,5,134,Jun,W25,81,Yes
vm84147,Reinhard Creany,KS,-,no,no,IT,IT Architecture,197300,25,3,201.2,292.3,0,0,127,Oct,W44,125,Yes
vn71593,Hubert Buckenham,DE,-,no,no,IT,IT Architecture,154300,17,1,187.2,196.9,10.3,2,102,Dec,W52,111,Yes
vn72927,Nadiya Coleford,IA,-,no,no,IT,IT Architecture,132100,14,0,157.7,164.1,9,3,60,May,W19,131,Yes
vo41258,Gram Gumme,NM,-,no,no,IT,IT Architecture,121800,18,1,185.2,211.3,11.5,3,123,May,W19,107,Yes
vo49313,Aylmar Easbie,AR,-,no,no,IT,IT Architecture,115750,14,0,137.9,165.1,9.6,5,133,Jun,W26,117,Yes
vo61525,Tine Noades,NV,-,no,no,IT,IT Architecture,97150,19,0,126.3,221.1,10.9,9,118,Aug,W32,104,Yes
vp50640,Marlo Bound,MO,-,no,no,IT,IT Architecture,114900,13,2,224.8,152.5,8.4,5,94,Jul,W27,105,Yes
vp84988,Loren Britto,DC,-,no,no,IT,IT Architecture,171700,21,1,261.3,243.2,10.9,3,143,Jun,W25,105,Yes
vq26462,Pia Kennifick,NJ,-,no,no,IT,IT Architecture,203400,19,0,251.4,223.4,10.6,6,142,Jun,W26,105,Yes
vr46938,Pennie Natwick,MN,iPhone,yes,no,IT,IT Architecture,110600,21,2,289.4,247.2,13.5,5,92,Apr,W18,71,Yes
vr68357,Gilda Ramelot,CT,iPhone,no,no,IT,IT Architecture,160900,19,4,238.7,220.9,9.2,5,120,Jul,W27,80,Yes
vr86187,Cameron Roycroft,VA,-,no,no,IT,IT Architecture,179500,20,2,220.9,231.1,6.3,9,135,Jan,W04,122,Yes
vs45048,Isabelle Rosenblum,NY,-,no,no,IT,IT Architecture,150800,19,0,254.1,226.2,10.9,4,119,Jul,W29,129,Yes
vu28451,Bambi Roke,MD,-,no,no,IT,IT Architecture,189550,19,1,188.3,227,8.8,5,113,Dec,W53,123,Yes
vu32546,Grace Vane,TX,-,no,no,IT,IT Architecture,101750,16,2,256.2,189.7,12.9,7,99,Jul,W30,116,Yes
vu83066,Niki Kristoffersson,NE,-,no,no,IT,IT Architecture,151550,24,1,181,282.6,11.4,4,125,Oct,W41,102,Yes
vu87577,Nichole Glide,WV,iPhone,no,no,IT,IT Architecture,142650,14,1,110.3,167.7,8.4,12,84,May,W21,94,Yes
